Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
Vietnam,Hanoi,113.04,149.11,188.31,84.59,6.4,162.3,387,19.7,77,19.75,3/27/2023,9406,Moderate
Vietnam,Paris,138.82,unknown,170.92,102.52,18.67,38.62,invalid,13.1,79,2.68,12/26/2024,ID_err,Moderate
123,Hanoi,high,102.05,59.69,102.67,5.26,93.99,14,7.5,36,fast,03-02-23,3089,Moderate
China,HCM,high,114.48,69,26.1,12.07,78.73,invalid,2.4,80,fast,12-05-25,4574,Unhealthy
Vietnam,Paris,124.11,unknown,167.77,27.5,5.78,15.95,464,25.3,5,8.67,1/22/2023,4027,Unhealthy
China,Delhi,287.14,317.58,21.5,114.43,5.79,32.22,371,hot,64,17.38,08-11-23,6712,Moderate
Vietnam,999,103.72,14.89,178.35,98.12,14.71,79.81,126,30.3,32,14.26,9/23/2025,9269,Moderate
USA,Hanoi,44.97,137.8,171.15,65.79,17.85,67.57,186,hot,76,19.55,09-03-23,7263,123
Vietnam,Paris,114.6,unknown,25.7,60.24,11.17,33.33,185,17.6,64,9.68,9/30/2025,1243,Moderate
India,999,246.97,227.7,26.87,51.77,5.13,127.6,135,36.6,19,13.95,5/19/2024,5097,Moderate
India,999,200.54,131.3,84.3,104.29,6.48,bad,371,30.3,79,fast,05-03-25,9341,Good
France,Paris,219.81,77.61,170.88,12.19,5.67,87.3,412,14.3,30,0.26,6/25/2023,1599,Good
France,Paris,11.17,159.73,143.43,128.96,17.94,64.67,418,44.9,99,6.54,11/15/2024,2732,Moderate
Vietnam,999,175.25,337.47,104.86,38.11,1.13,225.14,invalid,24.7,69,14.54,11-02-23,3028,Unhealthy
India,Paris,81.34,376.82,84.33,123.56,16.66,127.95,137,-8.4,43,18.82,3/17/2023,ID_err,Moderate
China,Hanoi,267.1,253.26,65.48,20.37,5.07,115.76,411,34.5,56,9.8,1/13/2024,3781,123
Vietnam,Hanoi,169.2,174.91,114.16,low,NaN,bad,66,-2.6,52,1.34,5/24/2025,8813,123
China,HCM,150.91,126.35,145.67,18.15,7.7,102.07,103,30.2,88,8.04,09-03-23,4645,Moderate
China,999,207.44,171.49,175.74,33.35,11.59,216.8,133,3.7,6,19.22,3/30/2023,8667,Good
Vietnam,Delhi,8.11,82.06,27.31,73.01,18.69,33.67,221,hot,6,2.4,11/21/2025,1938,Good
Vietnam,Beijing,154.5,356.73,69.86,23.74,NaN,127.62,invalid,8.9,wet,15.19,2/19/2023,7685,Unhealthy
Vietnam,Hanoi,208.21,179.51,21.52,52.45,3.4,218.64,56,-2.4,15,17.22,1/20/2025,ID_err,Unhealthy
USA,Beijing,72.59,152.7,29.29,15.36,9.11,240.79,29,42.8,2,19.85,10/24/2023,6025,Good
France,Hanoi,160.56,268.76,6.6,141.08,3.65,201.98,446,-7.7,61,8.18,01-08-23,5998,Unhealthy
India,Beijing,128.54,48.91,180.61,106.33,7.17,104.57,277,33.2,73,11.38,6/25/2024,9373,Unhealthy
USA,Paris,174.87,213.13,92.48,139.03,7.83,180.3,276,40.4,62,6.78,06-09-24,1157,Unhealthy
China,,172.74,115.19,103.34,31.42,2.55,bad,467,20.3,wet,13.62,5/18/2023,1037,Good
China,Hanoi,134.87,62.17,error,66.27,16.05,33.83,84,hot,78,6.12,03-05-23,9772,Unhealthy
France,Beijing,107.12,106.23,56.44,86.68,7.34,223.44,314,37,10,16.31,3/18/2025,6028,Unhealthy
USA,Delhi,289.56,365.34,150.64,67.78,5.95,31.81,293,19,50,11.62,8/30/2025,ID_err,Unhealthy
,Delhi,72.79,236.01,error,98.78,3.34,120.89,invalid,8.6,84,fast,12-01-25,7018,Moderate
Vietnam,HCM,146.23,175.68,91.72,43.63,9.54,82.16,452,20.4,69,17.9,12/17/2025,9552,Moderate
Vietnam,Beijing,239.55,193.15,53.85,137.56,5.86,133.35,347,14.7,59,7.25,11/24/2023,6143,123
,Paris,249.24,289.29,176.75,28.47,11.02,210.2,297,39.4,wet,0.18,12/19/2024,8156,Unhealthy
Vietnam,HCM,46.51,106.93,13.25,14,NaN,178.32,349,12,wet,1.16,09-04-24,3619,Good
India,Hanoi,197.12,31.97,77.75,47.21,11.88,bad,398,hot,61,6.83,02-12-25,1705,Unhealthy
Vietnam,HCM,120.43,380.48,195.86,149.3,3.6,70.71,348,15.7,53,fast,9/22/2024,4467,Good
India,Beijing,high,74.95,100.99,75.34,3.2,53.74,334,27.1,wet,6.75,09-05-24,8243,Moderate
France,,30.42,252.96,15.02,34.72,13.78,67.93,125,19.2,0,17.82,07-08-25,4924,Unhealthy
123,,84.8,375.15,120.5,low,17.58,bad,317,22.5,wet,15.85,10/15/2024,3834,Unhealthy
India,Delhi,high,57.95,84.03,71.16,NaN,245.93,320,-6,42,1.81,1/30/2024,1923,Unhealthy
India,HCM,209.98,47.4,54.72,13.4,6.11,bad,invalid,hot,20,3.98,7/20/2023,ID_err,Unhealthy
India,Paris,148.34,335.35,71.59,94.8,16.74,166.84,160,-3.4,12,7.02,8/17/2023,ID_err,Unhealthy
China,Hanoi,88.75,167.74,21.8,121.98,NaN,196.69,165,13.9,78,19.58,12/15/2024,3609,123
USA,Delhi,high,369.54,96.53,102.96,6.4,157.64,395,-3.3,55,1.79,8/13/2023,1017,Unhealthy
Vietnam,Delhi,87.48,120.7,error,88.52,6.9,185.58,223,18.5,wet,fast,01-06-24,3584,123
France,Paris,186.54,395.72,64.68,3.51,19.44,28.88,169,33.9,25,3.81,11/16/2024,8902,Moderate
China,Hanoi,101.37,340.98,185.64,61.56,13.8,193.15,124,14,9,10.14,12/30/2023,2364,Unhealthy
China,HCM,26.8,344.38,73.86,74.94,12.45,67.27,invalid,35.1,51,6.4,9/24/2025,ID_err,Unhealthy
India,HCM,96.83,389.27,139.22,135.54,19.48,35.75,351,28,65,18.47,7/20/2024,6844,Unhealthy
India,Paris,137.06,230.37,164.97,10.89,2.35,213.5,60,19,27,5.25,6/13/2023,2120,Good
India,Beijing,139.9,361.86,23.7,12.49,1.6,141.83,309,6.4,wet,14.99,4/22/2023,ID_err,Good
India,Paris,92.25,108.51,123.36,64.68,4.9,94.48,372,-1.4,23,15.49,12/30/2025,5440,123
China,Delhi,208.79,46.43,94.56,32.18,13.93,69.53,279,-9.1,53,14.38,11-12-25,3903,Moderate
USA,HCM,166.25,204.88,190.77,96.23,16.91,247.19,87,25.1,94,9.01,6/18/2025,4056,123
USA,,241.09,205.64,31.93,10.47,NaN,43.17,316,-10,1,13.85,01-06-24,4878,Good
China,Beijing,173.5,203.75,90.57,48.87,15.02,171.68,323,13.7,18,2.22,03-10-24,6751,Unhealthy
Vietnam,Hanoi,276.09,92.92,81.92,109.61,8.41,bad,85,37.5,77,fast,01-09-25,1772,123
China,Paris,290.95,116.23,135.14,144.59,19.68,176.54,335,18,wet,0.79,7/19/2025,ID_err,Moderate
China,HCM,122.72,342.19,163.94,20.62,11.89,242.02,92,8,23,1.34,6/25/2025,2208,Good
China,Delhi,131.03,unknown,186.69,51.01,12.33,246.4,433,23.7,19,16.43,6/22/2023,3699,Moderate
USA,Hanoi,266.08,284.2,118.23,4.59,2,155.82,124,5.3,86,10.71,10/24/2025,ID_err,Good
Vietnam,Beijing,85.66,226.68,33,31.4,3.07,10.06,38,30,47,0.75,10-04-24,8680,Good
France,Hanoi,high,171.95,74.65,103.89,9.52,122.92,436,10.1,wet,19.93,12-10-24,7993,Moderate
France,Hanoi,238.05,94.27,error,61.46,13.93,71.56,77,31.1,wet,16.47,6/18/2023,4349,Good
France,Paris,151.95,345.81,90.23,100.06,15.67,bad,199,hot,31,16.47,11-12-25,5993,Unhealthy
123,Beijing,172.63,287.1,54.56,135.7,15.77,116.66,3,43.6,32,10.71,1/18/2024,5222,Unhealthy
USA,,214.9,391.06,199.57,58.21,9.84,187.06,454,4.2,28,16.56,10-07-25,4175,123
USA,Hanoi,277.86,16.35,138.16,136.55,18.78,48.8,327,28.8,31,7.92,09-03-25,6811,Good
China,Paris,182.05,314.32,145.41,120.16,1.89,bad,486,11.4,90,19.81,1/25/2025,4250,Good
China,HCM,140.44,332.86,30.62,129.76,7.2,218.95,266,27.1,71,8.06,4/16/2025,4141,Moderate
India,Delhi,187.46,225.11,11.08,39.67,3.12,10.94,447,43.5,37,fast,03-08-25,7096,Moderate
India,HCM,271.63,25.27,error,128.15,13.84,29.13,382,18.4,14,5.75,4/25/2024,9880,Unhealthy
China,Delhi,115.15,136.65,182.12,77.14,14.2,184.08,309,33.6,57,6.85,08-09-24,5374,Unhealthy
,,high,331.26,113.46,119.28,NaN,bad,499,9.8,75,10.44,2/26/2023,3152,123
India,HCM,246.26,11.48,156.23,96.38,19.39,36.61,368,-6.3,27,12.75,5/31/2023,2680,Good
India,Beijing,231.34,82.4,142.37,115.68,12.12,185.53,243,20.7,68,16.91,05-08-23,ID_err,Unhealthy
,Delhi,234.66,108.13,77.49,89.88,3.24,bad,110,-7.1,94,fast,04-12-23,2660,Moderate
France,999,30.65,284.86,188.06,97.39,1,222.05,57,-7.1,89,11.78,05-06-25,2350,Good
France,HCM,148.4,145.73,38.4,25.03,14.59,127.67,268,hot,57,10.85,10/15/2025,2422,Good
India,HCM,226.12,298.44,167.88,71.7,6.3,132.09,483,43.8,wet,6.69,1/13/2023,8646,Unhealthy
India,Paris,204.37,10.59,7.68,low,7.12,51.74,194,-9.4,43,0.86,3/24/2023,9637,Good
Vietnam,Delhi,5.49,253.64,100.64,38.63,15.89,193.39,161,7.6,64,7.82,11/25/2024,2414,Unhealthy
China,Delhi,30.83,284.54,197.16,99.36,18.01,178.31,438,hot,32,15.76,4/14/2024,8983,123
China,Paris,200.76,134.38,error,97.94,10.53,213.19,invalid,31.7,wet,6.24,06-12-23,5994,Moderate
USA,Hanoi,187.51,unknown,188.88,41.12,5.12,23.99,111,25,43,5.39,3/19/2025,9956,Moderate
France,Hanoi,20.59,342.69,97.04,132.58,16.15,189.92,437,25.1,75,fast,9/14/2023,ID_err,Moderate
China,Hanoi,38.52,297.58,162.01,112.56,4.33,41.86,96,6.3,2,19.76,11/16/2024,6590,Moderate
France,Hanoi,282.1,156.19,51.77,44.7,8.35,163.68,178,-4.5,65,11.38,06-01-23,5495,Moderate
USA,Paris,195.2,223.29,93.4,3.43,4.14,34.44,60,9.5,84,16.66,12/30/2025,1389,Unhealthy
China,Hanoi,15.59,384.6,143.88,23.56,16.71,58.93,431,41.9,wet,8.93,11/22/2025,ID_err,123
USA,Beijing,177.31,unknown,174.74,67.7,10.29,137.29,323,14.8,61,5.62,5/29/2025,7246,Moderate
USA,999,146.87,235.99,43.46,38.29,16.27,74.36,402,33.1,52,7.91,9/24/2025,ID_err,Moderate
Vietnam,Hanoi,277.91,117.65,error,24.47,1.68,16.81,invalid,-1.3,23,16.76,02-07-25,3038,Unhealthy
Vietnam,Paris,91.08,unknown,186.93,39.31,8.64,87.46,invalid,18.1,4,4.68,04-03-25,ID_err,Moderate
France,Paris,293.59,339.02,error,54.55,1.59,bad,357,39.1,wet,0.99,7/24/2025,ID_err,Unhealthy
Vietnam,HCM,169.75,unknown,29.68,63.34,15.45,168.01,110,hot,50,3.14,2/17/2024,ID_err,Good
India,Delhi,145.64,unknown,82.33,41.87,14.93,64.45,225,25.5,81,5.56,06-12-23,9804,Unhealthy
India,,49.11,unknown,91.82,27.16,2.35,26.47,164,hot,68,8.27,12-02-23,4563,Good
France,Beijing,257.01,unknown,151.44,140.33,14.79,bad,99,33.3,39,14.72,10/29/2023,5493,123
India,Paris,95.16,59.71,183.66,47.39,NaN,136.49,52,43.4,66,14.67,11/20/2024,2993,Good
USA,Hanoi,186.12,129.7,29.33,46.14,14.71,56.99,305,35.4,wet,11.56,11-11-23,6791,Moderate
China,Hanoi,103.81,261.23,116.55,4.46,11.33,183.15,242,16,15,17.67,6/14/2025,4202,Good
USA,Beijing,36.06,85.45,185.27,48.56,14.96,68.61,344,hot,22,13.25,10-07-23,5317,Good
France,Hanoi,289.41,289.17,67.4,20.62,1.55,206.96,393,-4.6,51,11.56,1/20/2024,6876,Moderate
India,HCM,229.03,205.4,193.61,59.14,11.47,bad,350,32,29,10.79,8/24/2025,8915,Moderate
France,Beijing,184.93,203.19,157.6,37.67,NaN,11.65,368,32.6,wet,13.64,8/22/2024,4150,Unhealthy
China,HCM,8.58,unknown,78.52,131.68,3.22,25.83,190,38.7,9,9.93,7/19/2024,8365,Moderate
India,Hanoi,237.49,345.55,error,17.28,1.79,197.35,351,hot,34,15.67,5/31/2025,3326,Good
USA,999,219.49,138.17,97.21,120.95,12.7,92.59,176,42.2,19,fast,2/27/2023,7223,123
India,Delhi,194.1,221.01,46.17,3.14,3.87,223.93,388,9.3,47,5.76,06-03-25,8223,Moderate
China,Beijing,208.37,389.76,67.74,141.57,1.42,110.45,86,22.5,28,5.61,3/27/2023,5298,Moderate
Vietnam,Delhi,160.11,216.87,error,45.06,3.21,97.79,303,23.7,8,2.58,10/22/2025,7662,Moderate
USA,Delhi,high,214.93,35.12,128.69,3.34,64.63,121,-3.5,76,4.18,06-03-24,5952,Unhealthy
Vietnam,Paris,25.52,unknown,112.22,135.86,11.02,236.81,91,27.2,95,15.63,2/15/2025,3153,123
China,Hanoi,111.59,118.62,168.87,117.45,7.01,191.87,377,1.9,8,9.46,10-06-24,2329,Moderate
India,Beijing,236.49,185.6,66.55,26.1,19.39,106.94,255,26,16,1.91,9/24/2025,5516,Unhealthy
USA,Beijing,120.59,75.05,187.6,1.67,17.89,110.18,473,5.6,68,17.45,10/26/2024,5622,Unhealthy
France,Beijing,102.9,26.8,197.4,97.61,14.08,164.18,297,7.4,71,0.25,06-04-23,7525,123
123,Paris,82.28,156.24,104.6,67.84,12.97,118.03,invalid,44.3,75,14.45,02-01-25,8982,Good
USA,Beijing,188.81,73.31,197.41,47.29,18.13,139.34,87,-9.4,64,12.98,11-10-23,3483,Good
India,Paris,89.44,unknown,175.66,47.17,19.99,61.54,8,35.3,80,18.06,1/19/2023,2425,Good
India,,168.77,339.28,161.29,124.3,19.55,172.11,193,30.3,85,14.96,5/31/2023,1031,Moderate
,999,264.99,398.56,86.75,37.13,4.03,bad,283,37.3,89,8.32,7/21/2023,2685,Good
China,Paris,161.3,321.28,103.99,22.4,0.34,200.88,373,4,10,fast,12-08-24,2282,Unhealthy
Vietnam,Hanoi,51.91,166,164.47,110.03,19.12,103.11,invalid,23.3,78,fast,07-12-23,6386,Moderate
USA,Hanoi,274.17,64.96,123.36,118.65,13.49,165.58,452,15.8,wet,19.58,2/29/2024,4956,Good
USA,Hanoi,64.09,377.4,133.05,83.96,1.34,177.29,342,21,89,4.84,1/27/2025,3418,Good
China,Paris,271.97,291.21,19.82,78.02,7.43,216.14,376,hot,wet,9.15,9/30/2024,1030,Unhealthy
China,HCM,135.3,51.66,110.58,42.45,NaN,65.82,369,27.2,25,2.35,05-09-24,6693,Unhealthy
Vietnam,Beijing,189.49,unknown,96.81,2.57,6.84,213.44,100,44.6,43,1.29,01-01-25,6779,Moderate
Vietnam,HCM,256.95,304.05,155.01,14.53,1.73,198.5,240,28,8,17.57,08-12-25,6298,Unhealthy
USA,Hanoi,269.3,194.27,172.55,low,7.9,76.56,195,11.8,45,16.13,11-04-23,ID_err,Unhealthy
USA,Delhi,8.04,70.3,129.72,4.77,12.29,145.85,357,24.3,26,13.44,09-12-23,6465,Unhealthy
Vietnam,Beijing,297.31,141.04,200,17.82,8.77,233.82,49,hot,2,14.33,9/30/2025,3288,Unhealthy
USA,HCM,213.82,396.43,179.09,78.24,15.05,166.13,356,44.8,62,6.67,10/25/2023,4854,Unhealthy
USA,Beijing,high,unknown,91.14,25.91,17.55,38.2,453,29.3,4,3.3,6/17/2023,3875,Unhealthy
USA,Delhi,251.11,26.74,78.78,33.67,NaN,153.55,349,31.1,54,2.94,2/27/2025,5988,Moderate
Vietnam,Paris,272.74,297.09,128.95,low,12.51,146.03,112,44.7,48,3.56,4/20/2024,4144,Unhealthy
Vietnam,Hanoi,108.89,176.96,error,115.87,NaN,51.54,432,11,43,5.29,07-05-23,ID_err,Unhealthy
USA,Beijing,123.64,377.28,40.64,70.89,18.32,72.89,452,-3.2,31,1.82,8/14/2024,1188,Good
France,Delhi,106.72,129.28,51.64,113.11,3.87,bad,222,40,23,18.28,03-09-25,5853,Unhealthy
India,Paris,138,358.29,53.47,138.19,7,74.66,235,32.5,96,6.27,3/30/2024,2510,Good
China,Hanoi,17.3,256.04,118.58,16.55,7.28,147.81,212,-1.7,81,5.19,11/16/2025,ID_err,Unhealthy
China,Delhi,131.84,236.92,196.57,99.92,5.24,45.16,285,36.3,64,6.27,12-08-24,ID_err,Moderate
Vietnam,Delhi,57.93,43.53,110.51,34.34,14.6,199.83,170,24.9,61,2.08,7/25/2023,5268,Unhealthy
France,Paris,283.92,224.44,123.76,15.73,1.07,117.4,315,31.9,wet,0.74,06-05-24,4764,123
India,Paris,255.49,149.06,error,68.01,11.61,bad,484,22.7,83,9.28,05-11-24,6149,Good
France,HCM,229.52,342.61,172.63,110.32,14.56,202.49,270,41,68,17.77,10/14/2025,8940,Moderate
Vietnam,Paris,high,238.54,178.07,40.83,17.16,bad,69,18.5,66,2.67,1/15/2023,9511,123
Vietnam,Hanoi,59.63,358.83,85.08,128.76,17.05,56.36,invalid,8.5,3,8.06,12/28/2024,6962,Unhealthy
France,HCM,118.74,193.52,127.77,86.4,10.77,95.42,359,44.4,93,4.6,1/13/2023,7358,Moderate
123,Hanoi,249.26,unknown,42.04,126.35,13.14,58.93,476,38.2,88,10.01,12/27/2025,4282,Good
USA,Hanoi,217.35,unknown,176.15,78.05,12.66,47.76,286,hot,91,12.56,11/27/2024,5301,Moderate
USA,Hanoi,201.83,120.44,62.32,14.61,14.07,109.07,375,30.4,57,fast,10/27/2024,7424,Good
India,HCM,193.79,219.83,60.91,low,1.12,bad,invalid,38.5,21,5.05,08-11-24,5230,Moderate
India,HCM,95.19,150.77,83.94,64.59,18.06,136.59,310,18.9,36,3.66,12-03-24,5667,Good
India,Hanoi,high,unknown,133.13,76.01,19.4,bad,7,37,11,1.08,07-03-25,8488,123
France,Paris,185.86,84.62,106.78,110.31,16.46,27.26,153,-6.7,wet,7.63,1/20/2023,6125,Moderate
France,Paris,high,87.9,188.63,27.58,7.42,188.75,447,44.1,46,15.69,11-04-24,9731,123
USA,HCM,161.51,335.35,60.13,74.9,0.86,181.63,135,hot,2,10.66,06-11-23,8755,Good
France,HCM,178.22,unknown,137.04,104.95,NaN,133.48,480,-4.3,99,fast,6/20/2025,4653,Good
India,Hanoi,high,unknown,70.96,59.94,14.35,bad,185,18.5,8,6.86,05-03-24,ID_err,Good
Vietnam,HCM,40.41,222.02,147.42,61.15,8.46,51,470,21.3,19,12.89,05-05-25,4192,Good
China,Beijing,137.19,110.89,29.7,99.29,3.84,213.64,101,-7.5,28,11.54,07-02-25,ID_err,Good
India,Beijing,112.56,73.7,10.57,96.44,3.39,13.75,397,41.6,84,18.4,1/15/2023,1819,Good
India,Delhi,257.95,19.06,error,21.86,3.67,223.15,211,21,22,0.22,08-02-24,8526,123
France,Delhi,44.81,36.25,error,100.94,14.96,189.47,333,-7,34,14.81,2/27/2025,4961,Good
China,999,83.32,62.89,163.62,114.64,12.57,53.99,350,-4.5,wet,5.24,10/31/2025,4496,123
USA,Hanoi,283.24,384.92,192.66,103.72,16.99,14.75,440,16.5,53,19.61,10-08-24,8555,Moderate
,Hanoi,high,17.4,73.93,116.8,1.55,189.16,340,9.8,71,0.38,11/18/2024,3856,Good
India,HCM,29.16,320.87,65.45,138.54,NaN,128.62,invalid,13.3,0,17.93,05-01-23,9481,Unhealthy
India,Delhi,251.36,235.23,154.63,87.89,0.79,164.92,322,-8.9,51,2.34,07-01-24,6330,Good
India,Paris,173.97,167.95,error,low,10.96,155.72,8,hot,71,18.74,10-08-24,6214,Moderate
India,Hanoi,299.13,249.62,10.9,146.25,8.19,116.87,248,0,9,fast,8/19/2023,1507,Good
India,Delhi,135.1,341.12,124.66,45.9,NaN,175.18,141,-1.6,wet,7.24,3/30/2024,6254,Unhealthy
India,HCM,125.37,80.15,116.85,low,3.26,bad,373,4,71,18.28,01-07-25,4215,Good
China,Delhi,185.73,262.38,123.98,50.31,4.58,107.65,invalid,41.6,86,fast,1/14/2025,7197,Moderate
France,Paris,high,unknown,126.42,129.7,19.13,131.58,302,20.8,82,1.34,10-06-24,3188,Good
India,Delhi,66.74,62.5,75.03,67.14,NaN,bad,499,hot,28,0.17,09-05-24,8082,Unhealthy
China,999,234.38,30.42,error,33.11,12.99,50.55,461,40.6,27,13.67,07-11-25,5996,Unhealthy
France,,16.28,316.55,74.39,2.5,11.23,245.74,265,31.7,49,15.33,8/22/2023,ID_err,Unhealthy
India,Beijing,185.43,303.98,78.19,22.31,19.56,65.47,485,15,15,6.04,12/25/2023,8977,Good
France,Paris,138.37,336.25,34.64,75.1,17.36,142.76,196,-7.7,87,6.67,10/21/2025,6449,123
India,Paris,high,171.75,188.72,58.54,6.23,19.43,57,-9.9,45,17.65,2/16/2025,1977,Good
,Delhi,117.81,unknown,194.84,113.73,9.11,128.8,452,25.9,wet,12.67,2/23/2024,7128,123
India,Hanoi,high,140.75,error,16.92,5.84,101.9,392,20.7,68,1.84,10/13/2023,6229,Moderate
USA,Beijing,219.24,51.28,121.35,108.18,NaN,128.12,390,hot,83,7.18,9/24/2024,ID_err,Good
USA,Hanoi,high,117.01,135.52,87.47,18.32,59.74,345,30.8,49,9.57,8/26/2023,9809,Moderate
USA,Paris,107.26,371.28,6.52,low,18.65,bad,18,15,71,8.46,6/15/2024,1515,Unhealthy
123,Hanoi,273.65,218.67,59.18,102.99,NaN,149.73,223,3.4,77,12.97,1/30/2025,5687,Unhealthy
India,Delhi,43.98,236.42,178.88,144.91,6.1,97.25,104,28.7,27,12.45,5/29/2023,3431,Unhealthy
China,Paris,173.39,46.61,error,low,4.07,36.87,92,hot,wet,14.07,03-02-23,6739,Moderate
USA,Paris,68.01,123.26,141.64,146.01,14.47,248.49,179,22.4,80,14.81,10/13/2023,ID_err,Unhealthy
India,Paris,94.24,unknown,47.16,79.33,NaN,112.79,271,-7,wet,19.17,06-06-23,4774,Moderate
India,Hanoi,80.36,138.85,144.21,63.19,20,233.34,366,10.4,0,16.54,03-08-23,4673,Unhealthy
USA,Beijing,189.38,17.66,74.62,22.89,0.44,220.71,277,16.2,88,1.86,3/19/2023,1604,Moderate
USA,HCM,161.17,43.9,171.81,19.15,NaN,245.59,461,-2.2,wet,fast,8/19/2024,2697,Good
Vietnam,,42.23,51.23,21.62,46.66,11.2,30.46,362,5,67,6.13,6/19/2025,3829,Unhealthy
Vietnam,999,56.84,unknown,11.43,103.01,6.03,bad,15,-0.2,93,3.65,9/26/2024,1031,123
France,Delhi,263.31,198.58,179.04,low,19.87,bad,308,-5.7,0,0.75,01-10-25,ID_err,Moderate
France,999,high,228.36,156.77,21.65,17.68,39.97,400,22.7,98,fast,12-12-23,7559,Unhealthy
USA,Hanoi,87.01,89.5,132.3,10.9,NaN,133.21,487,18.4,9,13.61,8/19/2023,7216,Good
France,Beijing,286.57,307.55,error,low,12.64,166.91,411,-2.5,68,3.38,02-04-24,6877,Unhealthy
India,999,97.24,166.41,132.09,137.99,1.79,146.82,75,-8.2,89,10.86,05-05-24,7443,Moderate
123,Hanoi,255.05,310.33,21.42,99,9.71,24.49,invalid,43.4,40,8.55,02-10-24,8489,123
Vietnam,,62.2,362.09,135.82,30.32,14.65,84.24,207,16.4,20,3.45,10/25/2024,7970,Unhealthy
China,Paris,223.81,395.33,121.51,54.85,10.35,149.64,invalid,26.1,wet,8.58,9/18/2023,2939,123
France,Delhi,270.87,10.43,173.16,110.9,17.11,12.95,416,15.2,17,2.1,08-10-25,ID_err,Good
France,Beijing,276.74,unknown,160.59,22.42,8.07,57.39,178,5.1,45,fast,12-06-24,7101,Unhealthy
China,Hanoi,259.14,364.91,126.77,23.72,3.14,190.19,183,-5.1,92,7.87,11-07-25,1046,Moderate
China,Delhi,55.54,146.09,52.77,134.5,5.2,108.32,419,34.3,19,2.03,9/21/2025,6730,Good
USA,Delhi,52.78,unknown,168.3,73.28,14.77,142.86,443,13.5,59,5.99,5/16/2023,ID_err,Good
France,Paris,166.32,211.77,error,30.64,1.32,15.66,42,26.8,56,17.38,5/13/2024,8546,Moderate
Vietnam,Paris,high,247.73,59.05,58.98,2.17,12.81,424,13.8,73,8.3,09-05-24,5629,Moderate
China,,109.04,247.75,90.67,80.72,15.11,bad,154,4.5,2,10.52,1/30/2023,5887,Unhealthy
123,Paris,158.5,341.71,error,107.78,4.04,79.27,436,43.4,59,4.67,10-06-23,3381,Unhealthy
India,Beijing,122.46,26.39,error,79.6,2.68,150.58,397,23.3,82,19.52,8/24/2025,5681,Moderate
,Beijing,104.19,74.96,161.72,107.79,NaN,207.96,13,36.1,11,15.67,10-08-24,9930,Moderate
China,Beijing,62.07,37.04,20.76,121.28,10.99,127.52,invalid,15.8,62,2.22,1/23/2023,4109,Unhealthy
China,Delhi,150.23,314.51,139.39,79.5,19.91,87.72,394,33.3,26,1.8,11-03-23,4792,Unhealthy
China,Beijing,278.82,329.01,199.74,52.58,19.35,147.98,346,44.1,76,7.55,7/15/2025,7291,Unhealthy
Vietnam,Paris,84.76,50.6,114.7,133.02,5.64,163.8,232,17,59,2.44,8/24/2024,8348,Moderate
USA,Delhi,220.18,unknown,error,130.8,16.83,193.97,112,16.2,69,17.87,4/26/2023,9410,123
Vietnam,Hanoi,251.81,89.58,163.55,17.26,12.21,108.96,81,40.8,88,15.79,11/19/2024,2490,Good
USA,HCM,137.09,37.6,111.37,128.69,1.5,205.24,102,35.8,78,fast,12-02-25,9322,Moderate
India,Beijing,high,unknown,177.13,19.28,12.04,231.5,412,27.6,16,5.21,10-11-25,4580,Unhealthy
France,Hanoi,295.26,224.92,81.93,114.89,1.29,113.42,313,43.3,76,14.81,1/21/2025,3755,Moderate
China,Hanoi,194.6,298.5,22.07,114.22,7.38,41.38,461,37,77,9.96,08-04-25,2793,Good
Vietnam,HCM,220.92,286.84,99.55,97.41,16.51,74.14,419,43.6,4,9.94,04-03-23,3984,Good
USA,Hanoi,178.04,unknown,181.91,1.31,13.38,bad,309,-2.4,22,6.46,11/13/2024,ID_err,Unhealthy
France,Delhi,high,304.2,46.47,121.07,9.37,bad,475,43.4,98,fast,06-03-25,9120,Unhealthy
India,Hanoi,177.94,unknown,105.05,99.13,10.21,155.24,336,hot,96,9.81,04-06-23,9402,Good
France,Paris,37.97,unknown,144.09,low,14.68,125.29,invalid,17.1,13,6.85,4/26/2024,1769,Moderate
Vietnam,Hanoi,14.53,229.04,172.06,80.9,3.73,64.35,491,hot,39,11.39,09-11-24,5985,Good
USA,Beijing,254.62,136.84,30.55,29.35,2.61,249.94,452,30,62,0.75,05-12-25,9529,Unhealthy
India,Delhi,56.34,unknown,13.47,17,18.54,13.85,invalid,35.7,72,1.62,06-04-23,7100,Good
,Paris,96.7,175.52,error,low,3.81,177.68,370,42.2,6,fast,12/15/2025,2083,123
India,Hanoi,132.21,366.61,124.98,24.65,11.48,209.89,218,40.3,97,13.03,9/17/2024,3335,Moderate
China,Beijing,9.04,247.84,187.94,145.18,3.09,24.26,471,15.2,33,8.23,12/13/2025,6508,Unhealthy
India,,94.3,44.58,97.39,83.58,6.45,173.59,66,-8.8,89,0.85,05-11-23,2308,Good
USA,Delhi,171.17,61.15,172.58,80.93,10.43,bad,293,19.5,100,0.22,6/21/2025,3496,123
Vietnam,Delhi,112.17,240.48,168.86,133.63,7.4,bad,209,6,51,7.07,12/21/2023,9597,123
